"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Finland","FIN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","23823.0786854024","","","","","23231.8600425903","","","","","23062.0496299619","","","","","22579.0700039798","","","","","22167.2851062984","","","","","21694.5116737762","","","","","21221.7710777804","","","","","20817.7888978926","","","","","20574.5570028677","","","","","20231.7384924897","","","","","19763.6817781255","","19591.6442186706","","","","","",
"Fiji","FJI","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","67707.7775010968","","","","","58506.3762728467","","","","","52593.378576534","","","","","47718.8548811959","","","","","42721.6136948584","","","","","39554.8246495138","","","","","38349.4813081539","","","","","36014.5117668429","","","","","35019.631846154","","","","","34142.9579401811","","","","","33003.1477257884","","32950.4312409329","","","","","",
"France","FRA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","4174.94026756399","","","","","3938.88473708555","","","","","3788.37113262712","","","","","3671.90082665871","","","","","3589.44418408012","","","","","3490.23918836023","","","","","3398.40041030927","","","","","3335.28720016331","","","","","3235.97016416093","","","","","3124.20796446526","","","","","3046.00337780453","","3015.85889399407","","","","","",
"Faroe Islands","FRO","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","320759.182220553","","","","","295997.357682124","","","","","268103.52719616","","","","","242512.070151053","","","","","214679.355438326","","","","","187671.579313557","","","","","163578.131997578","","","","","143691.001263429","","","","","127298.059868899","","","","","111369.539751795","","","","","93731.3180337913","","87058.0741055314","","","","","",
"United Kingdom","GBR","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","2723.00469483568","","","","","2639.06988257049","","","","","2585.3124122721","","","","","2580.36998305782","","","","","2574.8645874274","","","","","2552.72476961659","","","","","2518.21791726984","","","","","2486.41244191183","","","","","2442.29122692441","","","","","2364.54951263128","","","","","2276.28441310323","","2244.12488106138","","","","","",
"Georgia","GEO","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11927.7726479943","","","","","13363.4856605178","","","","","14610.979222147","","","","","15058.96908883","","","","","15589.1564048557","","15628.8060431025","","","","","",
"Ghana","GHA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","4284.51983188279","","","","","3725.65276694886","","","","","3282.90480952055","","","","","2914.73617501192","","","","","2594.88389949903","","","","","2235.82888485784","","","","","1935.68961913294","","","","","1691.8881779174","","","","","1496.56375625846","","","","","1319.45964339056","","","","","1165.54380177077","","1112.96924326026","","","","","",
"Gibraltar","GIB","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","62579.1064977326","","","","","57345.0801093007","","","","","52674.0960449212","","","","","48823.9372098243","","","","","44513.7580996328","","","","","38956.6109541164","","","","","33650.792327262","","","","","29495.9263645944","","","","","26321.6925453939","","","","","23744.0800020004","","","","","21216.6151631769","","20267.2824094248","","","","","",
"Gambia, The","GMB","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","7896.93967264553","","","","","7031.8707823425","","","","","6092.28594753323","","","","","5201.49733770028","","","","","4424.04142082514","","","","","3610.00838725282","","","","","2919.77907005037","","","","","2498.90464679649","","","","","2136.35499383662","","","","","1829.43785033735","","","","","1574.79405630729","","1482.18268197992","","","","","",
"Guinea-Bissau","GNB","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","25441.9343502687","","","","","23907.8233869317","","","","","21842.3175791067","","","","","20732.4515994439","","","","","19743.2148123469","","","","","17529.3671679335","","","","","15680.8938109472","","","","","14127.9105703261","","","","","12754.5631442549","","","","","11335.1134184364","","","","","9968.97778724831","","9453.81192468384","","","","","",
"Equatorial Guinea","GNQ","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","99153.7607877385","","","","","89105.1783817129","","","","","89809.707047644","","","","","107368.803581163","","","","","91346.6605768893","","","","","67888.4853295594","","","","","58130.9556281944","","","","","48465.8688439026","","","","","39490.6316070864","","","","","31642.2189957977","","","","","25213.5637335857","","23167.2066407907","","","","","",
"Greece","GRC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","6865.34095354614","","","","","6678.88211174276","","","","","6525.19151437095","","","","","6230.87832072243","","","","","5924.70738840635","","","","","5799.65492053223","","","","","5577.42665419503","","","","","5440.25804081863","","","","","5320.1140118778","","","","","5249.59421994334","","","","","5251.23967735297","","5324.80727640423","","","","","",
"Grenada","GRD","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","2162.53622248173","","","","","2104.82003788676","","","","","2128.04443356777","","","","","2216.63138528378","","","","","2147.72019501299","","","","","2011.34398004747","","","","","2058.35434570061","","","","","1969.14352102553","","","","","1929.86857594998","","","","","1901.32141838578","","","","","1861.40014518921","","1836.51356265266","","","","","",
"Greenland","GRL","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10652016.4638132","","","","","10662187.2513482","","","","","","","","","","","","",
"Guatemala","GTM","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","24461.0011672736","","","","","21160.2932909662","","","","","18378.9899196626","","","","","16140.6757444665","","","","","14265.5234565311","","","","","12640.1938718673","","","","","11247.8245965615","","","","","10029.7273034711","","","","","8944.33283140227","","","","","7970.61267223768","","","","","7150.91267779546","","6857.8994869324","","","","","",
"Guam","GUM","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","397502.8245792","","","","","356576.920743751","","","","","333819.056220116","","","","","316097.079840089","","","","","308481.579425687","","","","","318173.656805484","","","","","321933.417223037","","","","","317954.536459227","","","","","323581.578138238","","","","","322851.164273638","","","","","319036.694515084","","315701.223505987","","","","","",
"High income","HIC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","13555.781148077","","","","","12811.1847611761","","","","","12192.3228344671","","","","","11668.233397231","","","","","11213.0306240262","","","","","10839.5716375651","","","","","10391.2052332954","","","","","9884.5189981775","","","","","10148.9364268468","","","","","9787.12320880869","","","","","8929.47122877955","","8822.16064219959","","","","","",
"Hong Kong SAR, China","HKG","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","42056.9787168307","","","","","36462.13524291","","","","","31456.0879465864","","","","","27039.884276692","","","","","23182.906122783","","","","","19959.4294764624","","","","","17286.0945896011","","","","","14995.7846065443","","","","","13083.6387409054","","","","","11610.3977733035","","","","","10492.2164211172","","10123.2872567064","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","27010.593555288","","","","","23841.9072019026","","","","","20931.6501326078","","","","","18253.0020584443","","","","","15947.4568472828","","","","","14033.2592435196","","","","","12172.9146859942","","","","","9313.78671055793","","","","","8112.46217857328","","","","","7047.19814767558","","","","","6165.03222208667","","5827.27306221603","","","","","",
"Croatia","HRV","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8238.96404970652","","","","","8313.26682719872","","","","","8763.01144491134","","","","","8746.6593909309","","","","","8834.09200296751","","8894.88907223948","","","","","",
"Haiti","HTI","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","3236.98432488475","","","","","2939.91168514337","","","","","2689.49908751353","","","","","2457.21174649205","","","","","2201.26908831082","","","","","1965.62973277105","","","","","1777.44551432729","","","","","1620.02787792785","","","","","1486.15228206051","","","","","1370.14750833252","","","","","1269.15314025167","","1233.2913199042","","","","","",
"Hungary","HUN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","596.318686222474","","","","","587.279295546739","","","","","577.006909369236","","","","","563.4844601786","","","","","560.457744521876","","","","","565.358185976648","","","","","578.628863685744","","","","","583.062840763789","","","","","590.632102351031","","","","","596.671764895413","","","","","604.816638747659","","608.120352693588","","","","","",
"IBRD only","IBD","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","12675.5972905903","","","","","11238.06288156","","","","","9934.81638202526","","","","","8930.76658872274","","","","","8105.01963831206","","","","","7355.14964079282","","","","","7533.06902854898","","","","","7024.70154727193","","","","","6617.87460072844","","","","","6270.11834991625","","","","","5966.09230812208","","5850.17674492154","","","","","",
"IDA & IBRD total","IBT","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","13648.6652733713","","","","","12089.4123482581","","","","","10681.3015938631","","","","","9563.79023717923","","","","","8616.85405452201","","","","","7764.1261978529","","","","","7648.16773256955","","","","","6983.76452070254","","","","","6494.12548309791","","","","","6066.18661292245","","","","","5683.77004192487","","5539.72836917659","","","","","",
"IDA total","IDA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","18436.8079607348","","","","","16255.4347576148","","","","","14321.8531084772","","","","","12580.5198360297","","","","","10957.8959613412","","","","","9563.03552018002","","","","","8146.70365423655","","","","","6827.0072413078","","","","","6048.49027021742","","","","","5376.65128535064","","","","","4792.97415101344","","4584.27834991324","","","","","",
"IDA blend","IDB","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","14194.6027857914","","","","","12554.1073514638","","","","","11022.8147774399","","","","","9544.96931542351","","","","","8178.79846777545","","","","","7030.85903910603","","","","","5655.259797349","","","","","4981.31341686569","","","","","4420.43851993149","","","","","3939.89158440566","","","","","3498.06558830737","","3340.10412336823","","","","","",
"Indonesia","IDN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","21822.6915070073","","","","","19071.3560691039","","","","","16683.5631470056","","","","","14707.3758866839","","","","","13070.6489811572","","","","","11758.6925494029","","","","","10754.2468382275","","","","","9954.32321483363","","","","","9288.83189387187","","","","","8688.57045667862","","","","","8126.3046537608","","7913.64356206243","","","","","",
"IDA only","IDX","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","20534.7766795668","","","","","18077.4379952875","","","","","15954.1917354679","","","","","14115.091700744","","","","","12398.0474160148","","","","","10905.7431041203","","","","","9570.94894501876","","","","","7779.63831799858","","","","","6886.72387531238","","","","","6113.91493633229","","","","","5457.52174978822","","5224.421413273","","","","","",
"Isle of Man","IMN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","3082.64829504926","","","","","2778.62874617572","","","","","2488.4386726251","","","","","2216.40182228327","","","","","1974.76371064514","","","","","1764.09854072915","","","","","1590.22197624834","","","","","1444.69972690479","","","","","1322.58050504317","","","","","1222.09975006015","","","","","1142.37609440084","","1116.08160722025","","","","","",
"Not classified","INX","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","17277.5515241269","","","","","16882.2891005874","","","","","16135.1400299653","","","","","14929.0110291877","","","","","14057.0313844742","","","","","13841.5850366251","","","","","13770.1177204554","","","","","13336.3417217108","","","","","12462.0194524494","","","","","11139.0420696613","","","","","10653.2554500642","","10520.123493368","","","","","",
"Iran, Islamic Rep.","IRN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","5569.68686006844","","","","","4882.6301212378","","","","","4272.60951072237","","","","","3692.20566763627","","","","","3069.07916829435","","","","","2510.07046129157","","","","","2186.10396634114","","","","","2035.27884238788","","","","","1909.79251835734","","","","","1801.32253521077","","","","","1701.08862523471","","1658.79753340809","","","","","",
"Iraq","IRQ","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","4586.78536711223","","","","","3934.10200321792","","","","","3320.85872878283","","","","","2824.57087787181","","","","","2438.94530027713","","","","","2165.21181246067","","","","","1912.7592671828","","","","","1641.82366683219","","","","","1411.84479221194","","","","","1261.14031160484","","","","","1103.79391214384","","1022.9004452552","","","","","",
"Iceland","ISL","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","932129.971816776","","","","","855341.608344109","","","","","812864.294696778","","","","","766459.72254158","","","","","726930.642264603","","","","","691453.231323645","","","","","651198.78034299","","","","","627010.120681007","","","","","591257.047262306","","","","","545630.781279087","","","","","530063.981840632","","519264.721154845","","","","","",
"Israel","ISR","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","327.082424771042","","","","","273.224043715847","","","","","238.246505717916","","","","","207.583725435926","","","","","186.058050111635","","","","","171.663996337835","","","","","146.398594573492","","","","","128.512679917752","","","","","114.155251141553","","","","","104.455369702372","","","","","94.8106946463561","","91.2886303053909","","","","","",
"Italy","ITA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","3586.90984277542","","","","","3449.8728745475","","","","","3355.93023673835","","","","","3261.5255028687","","","","","3227.60078656543","","","","","3224.27162423134","","","","","3213.19295829379","","","","","3207.92418091413","","","","","3198.44332376832","","","","","3122.95136529444","","","","","3065.18084390626","","3002.18098166877","","","","","",
"Jamaica","JAM","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","6453.91801138204","","","","","6000.04768984301","","","","","5591.44230272337","","","","","5199.84563859343","","","","","4843.20677583428","","","","","4555.03573513941","","","","","4396.49921639106","","","","","4187.44262584387","","","","","4018.05525383006","","","","","3908.63899528471","","","","","3807.00122302553","","3763.30024040602","","","","","",
"Jordan","JOR","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","674.8078974292","","","","","494.561993563442","","","","","362.008243384193","","","","","312.935477017826","","","","","266.038991485972","","","","","217.766419013244","","","","","171.457073383627","","","","","140.660870971288","","","","","128.255614568183","","","","","109.027893235794","","","","","84.2925212511087","","76.4569791040386","","","","","",
"Japan","JPN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","4487.01894982887","","","","","4269.04939190866","","","","","4011.64309437624","","","","","3776.46821179839","","","","","3630.25437107954","","","","","3521.96312586513","","","","","3461.34960435969","","","","","3411.15527102819","","","","","3374.00447251756","","","","","3359.34875508785","","","","","3369.14024242139","","3378.48455325435","","","","","",
"Kazakhstan","KAZ","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3914.44906182487","","","","","4196.63795496756","","","","","4330.72381705623","","","","","4155.85133534898","","","","","3832.16168041987","","3722.17371474383","","","","","",
"Kenya","KEN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","2393.89079070213","","","","","2031.906228411","","","","","1704.25523716811","","","","","1414.04163840291","","","","","1167.09627461742","","","","","968.098941769644","","","","","817.339344844472","","","","","703.70682499413","","","","","613.3017323937","","","","","534.801745634235","","","","","466.811190208421","","443.254998326445","","","","","",
"Kyrgyz Republic","KGZ","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10836.249280241","","","","","10418.6185163104","","","","","9804.23587873445","","","","","9287.4497000987","","","","","8726.28049650449","","8384.88561391483","","","","","",
"Cambodia","KHM","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","20005.2053345224","","","","","18037.7986108203","","","","","16515.7719459482","","","","","16759.2129117645","","","","","17428.2468527635","","","","","14710.7579553364","","","","","12531.3166018436","","","","","10673.8888003823","","","","","9542.85529351916","","","","","8815.81396205633","","","","","8159.42460224835","","7895.5105773327","","","","","",
"Kiribati","KIR","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","470.92989031258","","","","","506.532154239041","","","","","541.516245487365","","","","","546.17450275363","","","","","561.692566935031","","","","","584.781072585951","","","","","589.724058284394","","","","","560.041069678443","","","","","531.38492195284","","","","","502.323245008163","","","","","481.087257201275","","472.682869185016","","","","","",
"Korea, Rep.","KOR","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","2445.96713389605","","","","","2152.26964218194","","","","","1935.50855644012","","","","","1781.0162888152","","","","","1649.02150090097","","","","","1558.08185587851","","","","","1482.35476660604","","","","","1411.20670032672","","","","","1361.11573794847","","","","","1332.06971919395","","","","","1291.83645219041","","1277.91664077826","","","","","",
"Kuwait","KWT","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","0","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","59005.9663955092","","","","","51483.8328639413","","","","","45333.2682216757","","","","","40246.7158012186","","","","","35932.8731933132","","","","","32338.1074211014","","","","","29437.0121808509","","","","","27058.0779672589","","","","","25126.3262874668","","","","","23569.0480261531","","","","","22248.6568212215","","21770.3363988786","","","","","",
"Lao PDR","LAO","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","85722.3253981654","","","","","76253.9448600676","","","","","67022.4063930364","","","","","60717.3448152043","","","","","55980.3903985398","","","","","48751.3858554409","","","","","42307.8111018452","","","","","37700.6186742807","","","","","34660.7452133038","","","","","32027.1935095143","","","","","29544.4353583582","","28675.7525427139","","","","","",
"Lebanon","LBN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","2493.12184042254","","","","","2207.16242600258","","","","","1985.2463111642","","","","","1844.91916947889","","","","","1841.80506105008","","","","","1799.12742319975","","","","","1560.40117914316","","","","","1312.04037585583","","","","","1147.71992286366","","","","","1006.84993572941","","","","","866.63968046995","","766.478081122124","","","","","",
"Liberia","LBR","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","171431.314329601","","","","","153487.818822979","","","","","135633.036681277","","","","","118193.530086163","","","","","100528.629799802","","","","","92880.0046068482","","","","","99918.8658809047","","","","","85977.0561627924","","","","","66121.6261027021","","","","","57771.5602740798","","","","","48359.8865380342","","45876.7681193163","","","","","",
"Libya","LBY","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","451.376149155314","","","","","372.562972456419","","","","","300.753171871845","","","","","244.273786247176","","","","","201.123186802641","","","","","170.327698325314","","","","","150.508989149377","","","","","136.77198956547","","","","","126.557356064963","","","","","117.158988261841","","","","","111.363003619298","","110.027653092869","","","","","",
"St. Lucia","LCA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","3264.7375695117","","","","","3019.17174055251","","","","","2821.93584799172","","","","","2662.28868083596","","","","","2479.58475220683","","","","","2292.59644189032","","","","","2116.25282167043","","","","","1987.90031342562","","","","","1882.15217827745","","","","","1789.55970865968","","","","","1698.31187799327","","1682.59523489029","","","","","",
"Latin America & Caribbean","LCN","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","59769.5336595835","","","","","52326.5982265188","","","","","46237.6294958745","","","","","41162.9746278424","","","","","36847.2630169457","","","","","33233.6624330475","","","","","30294.2896987419","","","","","27873.8498300083","","","","","25916.7327097165","","","","","24338.5357298265","","","","","22996.6912677346","","22510.5516059865","","","","","",
"Least developed countries: UN classification","LDC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","19862.4381187144","","","","","17572.1212260902","","","","","15569.5492164999","","","","","13808.4454438541","","","","","12155.3013381532","","","","","10716.0085833944","","","","","9379.55767568587","","","","","7563.97042641472","","","","","6681.9283386811","","","","","5920.3146969914","","","","","5261.94614081744","","5018.96989448279","","","","","",
"Low income","LIC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","19766.5643516221","","","","","17620.9940050918","","","","","15576.9175956769","","","","","13716.3530180224","","","","","12103.7712910859","","","","","10753.452281747","","","","","9413.32355223242","","","","","7214.32992668873","","","","","6311.3894449715","","","","","5499.49564359061","","","","","4815.3537288563","","4584.65663151944","","","","","",
"Liechtenstein","LIE","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","5100.37548616576","","","","","4529.21472166346","","","","","4060.84155865251","","","","","3699.16407999582","","","","","3406.18636987429","","","","","3172.32349624656","","","","","2976.85814160271","","","","","2858.55047669578","","","","","2769.838681028","","","","","2661.01617353535","","","","","2585.06731946144","","2541.14929252094","","","","","",
"Lower middle income","LMC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","9377.99996402898","","","","","8335.43477738487","","","","","7398.33898199194","","","","","6556.96134081685","","","","","5795.76319595278","","","","","5131.3019739253","","","","","4454.09086176814","","","","","4032.27256938946","","","","","3687.74504689362","","","","","3396.78673777288","","","","","3103.90615303099","","3012.74232855821","","","","","",
"Low & middle income","LMY","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","13296.9767871588","","","","","11765.9721580629","","","","","10380.587278066","","","","","9287.46406256944","","","","","8364.1613745414","","","","","7532.54702892013","","","","","7447.82732496293","","","","","6796.7557003731","","","","","6316.33755110263","","","","","5897.7574994608","","","","","5524.3790563597","","5383.67890310308","","","","","",
"Lesotho","LSO","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","6017.47022330222","","","","","5435.04805808747","","","","","4855.65340104633","","","","","4257.09950705555","","","","","3695.1546842621","","","","","3276.1335860696","","","","","2934.43528953001","","","","","2657.4609104268","","","","","2576.57172106616","","","","","2632.21203449355","","","","","2595.54637988278","","2559.4133804957","","","","","",
"Late-demographic dividend","LTE","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","14444.4196453187","","","","","12763.3855703013","","","","","11245.6906021183","","","","","10233.1906135505","","","","","9480.45475443013","","","","","8764.01950652014","","","","","9710.77340742272","","","","","9195.33942889068","","","","","8845.08892877151","","","","","8540.70177733026","","","","","8281.72028780809","","8181.88511671933","","","","","",
"Lithuania","LTU","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4178.2496431191","","","","","4324.30980966604","","","","","4490.18273533452","","","","","4784.46096207897","","","","","5174.42255485942","","5272.19137304437","","","","","",
"Luxembourg","LUX","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","3117.69290724864","","","","","2985.1191808833","","","","","2885.17022504328","","","","","2767.33876100709","","","","","2735.7909855687","","","","","2697.23533378287","","","","","2549.88206795436","","","","","2384.07438312075","","","","","2241.27304308847","","","","","2083.36371572085","","","","","1883.43070670087","","1797.52983450143","","","","","",
"Latvia","LVA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6479.65182772847","","","","","6963.02404051872","","","","","7332.78416811209","","","","","7698.86266801495","","","","","8327.11093982802","","8496.41535533975","","","","","",
"Macao SAR, China","MAC","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","2214.60466099443","","","","","1939.27643991108","","","","","1736.85029147043","","","","","1557.45731237755","","","","","1382.00474466057","","","","","1236.81871120761","","","","","1127.90409050365","","","","","1044.87293282249","","","","","984.560462333297","","","","","930.570667969722","","","","","872.393026415038","","848.143006971706","","","","","",
"Monaco","MCO","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","437.12898003238","","","","","443.324517925635","","","","","447.135599666801","","","","","452.904881587739","","","","","455.117671797791","","455.517199007872","","","","","",
"Madagascar","MDG","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","62961.1977798051","","","","","55486.7139780088","","","","","48512.8019094178","","","","","42134.6699067436","","","","","36495.0500474923","","","","","31649.8671926493","","","","","27395.3983534797","","","","","23487.8330933671","","","","","20101.2614466096","","","","","17341.1624136222","","","","","15080.5662470704","","14285.7827169753","","","","","",
"Maldives","MDV","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","316.105579263474","","","","","279.126891084687","","","","","243.202490393502","","","","","207.424411087526","","","","","176.625395199322","","","","","147.76287014599","","","","","126.976065011745","","","","","113.704414005352","","","","","101.976300707716","","","","","89.5070844857371","","","","","75.5216659072543","","68.9631392020965","","","","","",
"Middle East & North Africa","MEA","Renewable internal freshwater resources per capita (cubic meters)","ER.H2O.INTR.PC","","","2075.45228739437","","","","","1808.38460474835","","","","","1576.25442616787","","","","","1368.89994185118","","","","","1168.96338519465","","","","","995.247171641705","","","","","870.603190203215","","","","","776.394494817313","","","","","706.500210659597","","","","","639.024264683681","","","","","575.364013581179","","553.394729473875","","","","","",
